"","Rank","Company","Ticker","Sector","Industry","Profitable","Founder_is_CEO","FemaleCEO","Growth_in_Jobs","Change_in_Rank","Gained_in_Rank","Dropped_in_Rank","Newcomer_to_the_Fortune500","Global500","Best_Companies","Number_of_employees","MarketCap_March31_M","RevenuePercentChange","ProfitsPercentChange","CEO","Country","HeadquartersCity","HeadquartersState","Website","CompanyType","Footnote","Revenues","Abs_Profits","Assets","MarketCap_March31"
"280",280,"J.B. Hunt Transport Services","JBHT","Transportation","Trucking, Truck Leasing","yes","false","false","yes",31,"yes","no","no","no","no",37151,18208,21.7,27.4,"John N. Roberts III","U.S.","Lowell","AR","www.jbhunt.com","Public","Market value as of March 31, 2023.",1.4814e+10,9.69e+08,7.787e+09,1.8208e+10
"281",281,"Guardian Life Ins. Co. of America","","Financials","Insurance: Life, Health (Mutual)","yes","false","false","no",-34,"no","yes","no","no","no",8025,NA,NA,-75.4,"Andrew J. McMahon","U.S.","New York","NY","www.guardianlife.com","Private","Market value as of March 31, 2021.",1.4653e+10,7.1e+07,9.162e+10,NA
"282",282,"Jackson Financial","JXN","Financials","Insurance: Life, Health (stock)","yes","false","true","yes",113,"yes","no","no","no","no",3435,3078,57.4,79,"Laura L. Prieskorn","U.S.","Lansing","MI","www.jackson.com","Public","Market value as of March 31, 2023.",1.4551e+10,5.697e+09,3.11058e+11,3.078e+09
"283",283,"Fidelity National Information Services","FIS","Business Services","Financial Data Services","no","false","true","yes",-15,"no","yes","no","no","no",69000,32160,4.7,-4109.6,"Stephanie L. Ferris","U.S.","Jacksonville","FL","www.fisglobal.com","Public","Market value as of March 31, 2023.",1.4528e+10,1.672e+10,6.3278e+10,3.216e+10
"284",284,"Berry Global Group","BERY","Materials","Packaging, Containers","yes","false","false","no",-13,"no","yes","no","no","no",46000,7151,4.7,4.5,"Thomas E. Salmon","U.S.","Evansville","IN","www.berryglobal.com","Public","Figures are for fiscal year ended Sept. 30, 2022. Market value as of March 31, 2023.",1.4495e+10,7.66e+08,1.6956e+10,7.151e+09
"285",285,"Sempra","SRE","Energy","Utilities: Gas and Electric","yes","false","false","yes",3,"yes","no","no","no","no",15785,47563,12.3,62.3,"Jeffrey W. Martin","U.S.","San Diego","CA","www.sempra.com","Public","Market value as of March 31, 2023.",1.4439e+10,2.138e+09,7.8574e+10,4.7563e+10
"286",286,"IQVIA Holdings","IQV","Health Care","Health Care: Pharmacy and Other Services","yes","false","false","yes",-17,"no","yes","no","no","no",86000,37022,3.9,12.9,"Ari Bousbib","U.S.","Durham","NC","www.iqvia.com","Public","Market value as of March 31, 2023.",1.441e+10,1.091e+09,2.5337e+10,3.7022e+10
"287",287,"O'Reilly Automotive","ORLY","Retailing","Specialty Retailers: Other","yes","false","false","yes",-8,"no","yes","no","no","no",79679,52269,8.1,0.4,"Gregory D. Johnson","U.S.","Springfield","MO","www.oreillyauto.com","Public","Market value as of March 31, 2023.",1.441e+10,2.173e+09,1.2628e+10,5.2269e+10
"288",288,"Leidos Holdings","LDOS","Technology","Information Technology Services","yes","false","false","yes",-14,"no","yes","no","no","no",45000,12630,4.8,-9,"Thomas A. Bell","U.S.","Reston","VA","www.leidos.com","Public","Market value as of March 31, 2023.",1.4396e+10,6.85e+08,1.3071e+10,1.263e+10
"289",289,"Ameriprise Financial","AMP","Financials","Diversified Financials","yes","false","false","yes",-12,"no","yes","no","no","no",13500,32228,6.7,-7.3,"James M. Cracchiolo","U.S.","Minneapolis","MN","www.ameriprise.com","Public","Market value as of March 31, 2023.",1.4347e+10,2.559e+09,1.58468e+11,3.2228e+10
"290",290,"Omnicom Group","OMC","Business Services","Advertising, marketing","yes","false","false","yes",-35,"no","yes","no","no","no",74200,19001,NA,-6.5,"John D. Wren","U.S.","New York","NY","www.omnicomgroup.com","Public","Market value as of March 31, 2023.",1.4289e+10,1.317e+09,2.7003e+10,1.9001e+10
"291",291,"Tractor Supply","TSCO","Retailing","Specialty Retailers: Other","yes","false","false","yes",3,"yes","no","no","no","no",36500,25830,11.6,9.2,"Harry A. Lawton III","U.S.","Brentwood","TN","www.tractorsupply.com","Public","Market value as of March 31, 2023.",1.4205e+10,1.089e+09,8.49e+09,2.583e+10
"292",292,"Corning","GLW","Industrials","Electronics, Electrical Equip.","yes","false","false","no",-29,"no","yes","no","no","no",57500,29890,0.8,-31,"Wendell P. Weeks","U.S.","Corning","NY","www.corning.com","Public","Market value as of March 31, 2023.",1.4189e+10,1.316e+09,2.9499e+10,2.989e+10
"293",293,"Ecolab","ECL","Chemicals","Chemicals","yes","false","false","no",NA,"","","no","no","no",47000,47121,11.4,-3.4,"Christophe Beck","U.S.","St. Paul","MN","www.ecolab.com","Public","Market value as of March 31, 2023.",1.4188e+10,1.092e+09,2.1464e+10,4.7121e+10
"294",294,"Icahn Enterprises","IEP","Financials","Diversified Financials","no","false","false","yes",34,"yes","no","no","no","no",20041,18283,24.5,NA,"David Willetts","U.S.","Sunny Isles Beach","FL","www.ielp.com","Public","Excise taxes have been deducted. A partnership. Market value as of March 31, 2023.",1.4101e+10,1.83e+08,2.7914e+10,1.8283e+10
"295",295,"Farmers Insurance Exchange","","Financials","Insurance: Property and Casualty (Mutual)","no","false","false","no",-31,"no","yes","no","no","no",11344,NA,0.3,NA,"Raul Vargas","U.S.","Woodland Hills","CA","www.farmers.com","Private","Market value as of March 31, 2021.",1.4092e+10,3.14e+08,2.2979e+10,NA
"296",296,"Keurig Dr Pepper","KDP","Food, Beverages & Tobacco","Beverages","yes","false","false","yes",NA,"","","no","no","no",28000,49620,10.8,-33.1,"Robert J. Gamgort","U.S.","Burlington","MA","www.keurigdrpepper.com","Public","Market value as of March 31, 2023.",1.4057e+10,1.436e+09,5.1837e+10,4.962e+10
"297",297,"Loews","L","Financials","Insurance: Property and Casualty (Stock)","yes","false","false","yes",-51,"no","yes","no","no","no",12050,13395,-4.2,-35.9,"James S. Tisch","U.S.","New York","NY","www.loews.com","Public","Market value as of March 31, 2023.",1.4044e+10,1.012e+09,7.5494e+10,1.3395e+10
"298",298,"Equitable Holdings","EQH","Financials","Insurance: Life, Health (stock)","yes","false","false","yes",38,"yes","no","no","no","no",10250,9186,27,NA,"Mark Pearson","U.S.","New York","NY","www.equitableholdings.com","Public","Market value as of March 31, 2023.",1.4017e+10,1.785e+09,2.53468e+11,9.186e+09
"299",299,"Sonic Automotive","SAH","Retailing","Automotive Retailing, Services","yes","false","false","yes",1,"yes","no","no","no","no",10300,1930,12.9,-74.6,"David Bruton Smith","U.S.","Charlotte","NC","www.sonicautomotive.com","Public","Market value as of March 31, 2023.",1.4001e+10,8.9e+07,4.978e+09,1.93e+09
"300",300,"Fox","FOXA","Media","Entertainment","yes","false","false","yes",-13,"no","yes","no","no","no",10600,17551,8.3,-44,"Lachlan K. Murdoch","U.S.","New York","NY","www.foxcorporation.com","Public","Figures are for fiscal year ended June 30, 2022. Market value as of March 31, 2023.",1.3974e+10,1.205e+09,2.2185e+10,1.7551e+10
"301",301,"American Family Insurance Group","","Financials","Insurance: Property and Casualty (Stock)","no","false","false","no",-50,"no","yes","no","no","no",12990,NA,-5.5,-359.3,"William Westrate","U.S.","Madison","WI","www.amfam.com","Private","A mutual company, not a stock company. It is grouped with stock companies because it reports according to Generally Accepted Accounting Principles.",1.3814e+10,1.904e+09,3.6088e+10,NA
"302",302,"Entergy","ETR","Energy","Utilities: Gas and Electric","yes","false","false","no",19,"yes","no","no","no","no",11707,22851,17.2,-1.4,"Andrew S. Marsh","U.S.","New Orleans","LA","www.entergy.com","Public","Market value as of March 31, 2023.",1.3764e+10,1.103e+09,5.8595e+10,2.2851e+10
"303",303,"Fluor","FLR","Engineering & Construction","Engineering & Construction","yes","false","false","no",-44,"no","yes","no","no","no",39576,4392,-2.9,NA,"David E. Constable","U.S.","Irving","TX","www.fluor.com","Public","Market value as of March 31, 2023.",1.3744e+10,1.45e+08,6.827e+09,4.392e+09
"304",304,"Vistra","VST","Energy","Energy","no","false","false","no",11,"yes","no","no","no","no",4910,9155,13.7,NA,"James A. Burke","U.S.","Irving","TX","www.vistracorp.com","Public","Market value as of March 31, 2023.",1.3728e+10,1.227e+09,3.2787e+10,9.155e+09
"305",305,"State Street","STT","Financials","Commercial Banks","yes","false","false","yes",11,"yes","no","no","no","no",42226,26074,13.8,3,"Ronald P. O&#039;Hanley","U.S.","Boston","MA","www.statestreet.com","Public","Market value as of March 31, 2023.",1.3692e+10,2.774e+09,3.0145e+11,2.6074e+10
"306",306,"Otis Worldwide","OTIS","Industrials","Industrial Machinery","yes","false","true","no",-52,"no","yes","no","no","no",69000,35015,-4.3,0.6,"Judith F. Marks","U.S.","Farmington","CT","www.otis.com","Public","Market value as of March 31, 2023.",1.3685e+10,1.253e+09,9.819e+09,3.5015e+10
"307",307,"Peter Kiewit Sons'","","Engineering & Construction","Engineering & Construction","yes","false","false","no",6,"yes","no","no","no","no",25700,NA,12.5,-5.7,"Rick Lanoha","U.S.","Omaha","NE","www.kiewit.com","Private","Market value as of March 31, 2021.",1.3663e+10,7.1e+08,7.22e+09,NA
"308",308,"Carvana","CVNA","Retailing","Automotive Retailing, Services","no","true","false","no",-18,"no","yes","no","no","no",16600,1761,6.2,NA,"Ernest C. Garcia III","U.S.","Tempe","AZ","www.carvana.com","Public","Market value as of March 31, 2023.",1.3604e+10,1.587e+09,8.698e+09,1.761e+09
"309",309,"Republic Services","RSG","Business Services","Waste Management","yes","false","false","yes",20,"yes","no","no","no","no",40000,42763,19.6,15.3,"Jon Vander Ark","U.S.","Phoenix","AZ","www.republicservices.com","Public","Market value as of March 31, 2023.",1.3511e+10,1.488e+09,2.9053e+10,4.2763e+10
"310",310,"AECOM","ACM","Engineering & Construction","Engineering & Construction","yes","false","false","no",-50,"no","yes","no","no","no",50000,11716,-4.4,79.4,"W. Troy Rudd","U.S.","Dallas","TX","www.aecom.com","Public","Includes revenues from discontinued operations. Figures are for fiscal year ended Sept. 30, 2022. Market value as of March 31, 2023.",1.3496e+10,3.11e+08,1.1139e+10,1.1716e+10
"311",311,"Universal Health Services","UHS","Health Care","Health Care: Medical Facilities","yes","false","false","yes",-14,"no","yes","no","no","no",82500,8982,6,-31.9,"Marc D. Miller","U.S.","King of Prussia","PA","www.uhs.com","Public","Market value as of March 31, 2023.",1.3399e+10,6.76e+08,1.3494e+10,8.982e+09
"312",312,"Pacific Life","","Financials","Insurance: Life, Health (stock)","yes","false","false","yes",-46,"no","yes","no","no","no",3950,NA,-4.1,-30.8,"Darryl D. Button","U.S.","Newport Beach","CA","www.pacificlife.com","Private","A mutual company, not a stock company. It is grouped with stock companies because it reports according to Generally Accepted Accounting Principles.",1.336e+10,7.63e+08,1.99324e+11,NA
"313",313,"VMware","VMW","Technology","Computer Software","yes","false","false","yes",NA,"","","yes","no","no",38300,53496,3.9,-27.8,"Raghu Raghuram","U.S.","Palo Alto","CA","www.vmware.com","Public","Figures are for fiscal year ended Jan. 31, 2023. Spun off from Dell Technologies (2022 rank: 34), Nov. 1, 2022. Market value as of March 31, 2023.",1.335e+10,1.314e+09,3.1237e+10,5.3496e+10
"314",314,"Western & Southern Financial Group","","Financials","Insurance: Life, Health (Mutual)","yes","false","false","yes",58,"yes","no","no","no","no",2594,NA,39.3,-14.4,"John F. Barrett","U.S.","Cincinnati","OH","www.westernsouthern.com","Private","Market value as of March 31, 2021.",1.3156e+10,3.09e+08,6.9147e+10,NA
"315",315,"MGM Resorts International","MGM","Hotels, Restaurants & Leisure","Hotels, Casinos, Resorts","yes","false","false","yes",49,"yes","no","no","no","no",66000,16564,35.6,17.4,"William J. Hornbuckle","U.S.","Las Vegas","NV","www.mgmresorts.com","Public","Market value as of March 31, 2023.",1.3128e+10,1.473e+09,4.5692e+10,1.6564e+10
"316",316,"Casey's General Stores","CASY","Retailing","Specialty Retailers: Other","yes","false","false","yes",129,"yes","no","no","no","no",31466,8066,48.8,8.6,"Darren M. Rebelez","U.S.","Ankeny","IA","www.caseys.com","Public","Figures are for fiscal year ended April 30, 2022. Market value as of March 31, 2023.",1.2953e+10,3.4e+08,5.506e+09,8.066e+09
"317",317,"Crown Holdings","CCK","Materials","Packaging, Containers","yes","false","false","no",-31,"no","yes","no","no","no",26000,9934,-0.3,NA,"Timothy J. Donahue","U.S.","Tampa","FL","www.crowncork.com","Public","Market value as of March 31, 2023.",1.2943e+10,7.27e+08,1.4301e+10,9.934e+09
"318",318,"Textron","TXT","Aerospace & Defense","Aerospace & Defense","yes","false","false","yes",-16,"no","yes","no","no","no",34000,14385,3.9,15.4,"Scott C. Donnelly","U.S.","Providence","RI","www.textron.com","Public","Market value as of March 31, 2023.",1.2869e+10,8.61e+08,1.6293e+10,1.4385e+10
"319",319,"LKQ","LKQ","Wholesalers","Wholesalers: Diversified","yes","false","false","no",-36,"no","yes","no","no","no",45000,15171,-2.3,5.3,"Dominick P. Zarcone","U.S.","Chicago","IL","www.lkqcorp.com","Public","Market value as of March 31, 2023.",1.2794e+10,1.149e+09,1.2038e+10,1.5171e+10
"320",320,"Norfolk Southern","NSC","Transportation","Railroads","yes","false","false","yes",12,"yes","no","no","no","no",19300,48257,14.4,8.8,"Alan H. Shaw","U.S.","Atlanta","GA","www.norfolksouthern.com","Public","Market value as of March 31, 2023.",1.2745e+10,3.27e+09,3.8885e+10,4.8257e+10
"321",321,"Intuit","INTU","Technology","Computer Software","yes","false","false","yes",45,"yes","no","no","no","yes",21850,125076,32.1,0.2,"Sasan K. Goodarzi","U.S.","Mountain View","CA","www.intuit.com","Public","Figures are for fiscal year ended July 31, 2022. Market value as of March 31, 2023.",1.2726e+10,2.066e+09,2.7734e+10,1.25076e+11
"322",322,"Air Products & Chemicals","APD","Chemicals","Chemicals","yes","false","false","yes",28,"yes","no","no","no","no",20805,63784,23,7.5,"Seifi Ghasemi","U.S.","Allentown","PA","www.airproducts.com","Public","Figures are for fiscal year ended Sept. 30, 2022. Market value as of March 31, 2023.",1.2699e+10,2.256e+09,2.7193e+10,6.3784e+10
"323",323,"Boston Scientific","BSX","Health Care","Medical Products and Equipment","yes","false","false","yes",-4,"no","yes","no","no","no",45000,71910,6.7,-32.9,"Michael F. Mahoney","U.S.","Marlborough","MA","www.bostonscientific.com","Public","Market value as of March 31, 2023.",1.2682e+10,6.98e+08,3.2469e+10,7.191e+10
"324",324,"AGCO","AGCO","Industrials","Construction and Farm Machinery","yes","false","false","yes",10,"yes","no","no","no","no",25600,10119,13.6,-0.8,"Eric P. Hansotia","U.S.","Duluth","GA","www.agcocorp.com","Public","Market value as of March 31, 2023.",1.2651e+10,8.9e+08,1.0104e+10,1.0119e+10
"325",325,"Henry Schein","HSIC","Health Care","Wholesalers: Health Care","yes","false","false","yes",-26,"no","yes","no","no","no",22000,10705,2,-14.8,"Stanley M. Bergman","U.S.","Melville","NY","www.henryschein.com","Public","Market value as of March 31, 2023.",1.2647e+10,5.38e+08,8.607e+09,1.0705e+10
"326",326,"Amphenol","APH","Technology","Network and Other Communications Equipment","yes","false","false","yes",15,"yes","no","no","no","no",91000,48591,16.1,19.6,"R. Adam Norwitt","U.S.","Wallingford","CT","www.amphenol.com","Public","Market value as of March 31, 2023.",1.2623e+10,1.902e+09,1.5326e+10,4.8591e+10
"327",327,"AES","AES","Energy","Utilities: Gas and Electric","no","false","false","yes",6,"yes","no","no","no","no",9100,16110,13.2,NA,"Andrés R. Gluski","U.S.","Arlington","VA","www.aes.com","Public","Market value as of March 31, 2023.",1.2617e+10,5.46e+08,3.8363e+10,1.611e+10
"328",328,"Mutual of Omaha","","Financials","Insurance: Life, Health (Mutual)","no","false","false","yes",-4,"no","yes","no","no","yes",6350,NA,8.1,-200.2,"James T. Blackledge","U.S.","Omaha","NE","www.mutualofomaha.com","Private","Figures are for fiscal year ended Dec. 31, 2021.",1.2531e+10,1.77e+08,4.514e+10,NA
"329",329,"Ovintiv","OVV","Energy","Mining, Crude-Oil Production","yes","false","false","yes",71,"yes","no","no","no","no",1744,8772,44,156.9,"Brendan M. McCracken","U.S.","Denver","CO","www.ovintiv.com","Public","Market value as of March 31, 2023.",1.2464e+10,3.637e+09,1.5056e+10,8.772e+09
"330",330,"Hormel Foods","HRL","Food, Beverages & Tobacco","Food Consumer Products","yes","false","false","no",-3,"no","yes","no","no","no",20000,21796,9.4,10,"James P. Snee","U.S.","Austin","MN","www.hormelfoods.com","Public","Figures are for fiscal year ended Oct. 31, 2022. Market value as of March 31, 2023.",1.2459e+10,1e+09,1.3307e+10,2.1796e+10
"331",331,"Alcoa","AA","Materials","Metals","no","false","false","yes",-19,"no","yes","no","no","no",13100,7591,2.5,-128.7,"Roy C. Harvey","U.S.","Pittsburgh","PA","www.alcoa.com","Public","Market value as of March 31, 2023.",1.2451e+10,1.23e+08,1.4756e+10,7.591e+09
"332",332,"International Flavors & Fragrances","IFF","Chemicals","Chemicals","no","false","false","yes",-10,"no","yes","no","no","no",24600,23456,6.7,-793,"Franklin K. Clyburn Jr.","U.S.","New York","NY","www.iff.com","Public","Market value as of March 31, 2023.",1.244e+10,1.871e+09,3.5407e+10,2.3456e+10
"333",333,"Jones Financial (Edward Jones)","","Financials","Securities","yes","false","true","yes",-30,"no","yes","no","no","yes",52000,NA,0.3,-12.5,"Penny Pennington","U.S.","Des Peres","MO","www.edwardjones.com","Private","A partnership. Net income before allocations to partners. Total partnership capital subject to mandatory redemption.",1.2411e+10,1.404e+09,2.9892e+10,NA
"334",334,"Dick's Sporting Goods","DKS","Retailing","Specialty Retailers: Other","yes","false","true","yes",-27,"no","yes","no","no","no",35800,12148,0.6,-31.4,"Lauren R. Hobart","U.S.","Coraopolis","PA","www.dickssportinggoods.com","Public","Figures are for fiscal year ended Jan. 31, 2023. Market value as of March 31, 2023.",1.2368e+10,1.043e+09,8.992e+09,1.2148e+10
